Signal Name;I/O;Alternate function;Voltage Standards;Differential Pair;DQS Group;Prefered FPGA pin
A[0-17];O;;LVCMOS33;;;
IO[0-15];I/O;;LVCMOS33;;;
CE_n;O;;LVCMOS33;;;
OE_n;O;;LVCMOS33;;;
WE_n;O;;LVCMOS33;;;
LB_n;O;;LVCMOS33;;;
UB_n;O;;LVCMOS33;;;
